id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,Compound Score
1038085,Private room & BR in centralToronto,5713708,Yvette,Humewood-Cedarvale,43.68378,-79.4232,Private room,70,28,63.5,1.62,1,0,0,0.862614685
1042311,1 Bedroom in Leslieville Toronto!,5736902,Christine,South Riverdale,43.666,-79.33684,Entire home/apt,80,30,33,0.33,1,137,4,0.820874194
1053365,"Bsmt, Toronto Don Mills subway Fairview Mall A+ R",65479,Irene,Pleasant View,43.77993,-79.32822,Private room,38,28,2,0.02,8.5,311,0,0.90675
1057144,Beautiful Toronto Home opp Park,265033,Vivienne And Michael,Dufferin Grove,43.65883,-79.43081,Entire home/apt,225,28,6,0.06,1,329,0,0.9355
1058442,2 Bedroom Penthouse Downtown,1805882,Elisabeth,Church-Yonge Corridor,43.65456,-79.37906,Entire home/apt,300,28,2,0.02,3,365,0,0.76095
1066060,Entire home in Toronto,1618054,Nick,The Beaches,43.66715,-79.31288,Entire home/apt,199,29,6,0.2,1,244,2,0.83915
1066205,Downtown East One Bdrm and Spacious Bath,4010527,Diane,Moss Park,43.65696,-79.37193,Entire home/apt,250,30,26,0.39,4,250,2,0.839840741
1066718,PRIVATE:Entrance/Garden/A1 Location/Parking/Quiet,5867364,Emil,Niagara,43.64421,-79.4044,Entire home/apt,149,2,63.5,2.47,1,232,7.5,0.896012262
1080121,Downtown Suite with the Best Views in the City,672978,Katy,Waterfront Communities-The Island,43.64159,-79.38115,Entire home/apt,186,64,63.5,2.47,2,228,0,0.84265123
1092407,Great Gerrard - Mona Lisa Suite,377846,Nick & Nena,East End-Danforth,43.68185,-79.30506,Entire home/apt,58,28,32,0.3,8.5,219,1,0.87692069
1100282,your friendly neighbourhood stay!,2367548,Sun,Dovercourt-Wallace Emerson-Junction,43.66607,-79.42494,Entire home/apt,111,2,63.5,2.35,1,68,7.5,0.888956338
1110760,The Great Gerrard - New York Suite,377846,Nick & Nena,East End-Danforth,43.68239,-79.30521,Entire home/apt,59,28,26,0.24,8.5,309,1,0.73266
1144283,Cozy Bedroom In house,6175788,Victoria,Danforth East York,43.69005,-79.33563,Private room,50,28,24,0.23,1,261,0,0.862365217
1150719,Garden Aptartment,6306986,William,South Riverdale,43.65761,-79.34879,Entire home/apt,125,2,47,0.44,1,58,6,0.792026087
1156413,Charming Victorian House: High Park,1590126,Melissa  Slatkoff,Roncesvalles,43.64355,-79.44244,Entire home/apt,245,28,27,0.25,2,0,0,0.752820833
1161888,NYC Style Loft in the heart of Toronto ..,1478241,Stephanie,Niagara,43.63495,-79.41771,Entire home/apt,116,3,63.5,1.05,1,0,2,0.8515375
1162480,Chic Downtown East Condo Loft - Min. 6 months stay,6255603,Fojan,Regent Park,43.65695,-79.35854,Entire home/apt,176,64,54,0.6,1,220,0,0.819557692
1163516,A Woman's Guest Room in The Annex 1,5175157,Anne,Annex,43.67217,-79.40458,Private room,71,28,3,0.03,2,365,0,0.941466667
1163664,Danforth - 1 bedroom apartment,5942147,Becky,North Riverdale,43.67602,-79.35501,Entire home/apt,100,28,4,0.04,1,0,0,0.65595
1170889,COOL SPOT TORONTO-GRT DEAL-HIP HOOD,6410636,Deb,Palmerston-Little Italy,43.65684,-79.42434,Private room,95,30,16,0.15,1,365,1,0.922125
1177149,A great affordable high quality place to make your home for a month or more,946529,Share My Home,Regent Park,43.65857,-79.36363,Entire home/apt,109,28,36,0.39,1,251,1,0.830351429
1179469,Oasis in Heart of Kensington Market,569339,Cara,Kensington-Chinatown,43.65466,-79.40343,Private room,178,28,63.5,0.65,2,365,0,0.889896875
1179509,Bright + New Kensington Market Room,569339,Cara,Kensington-Chinatown,43.6537,-79.4017,Private room,115,28,63.5,0.93,2,365,2,0.8859875
1194984,Spacious Room and Private Bath,6530148,Lin,Roncesvalles,43.644,-79.4427,Private room,65,28,24,0.23,1,88,0,0.836079167
1196880,Happy Downtown Lower Penthouse,6539250,Jennifer,Niagara,43.64175,-79.41108,Entire home/apt,77,64,11,0.14,1,206,0,0.908381818
1209935,Downtown Apt  Historic Cabbagetown,6607550,Tony,Cabbagetown-South St.James Town,43.66483,-79.36945,Entire home/apt,199,3,23,0.25,1,272,5,0.856409091
1214297,Beautiful Lower level/ Basement Apt - 2 bedroom,3604846,Wies,High Park-Swansea,43.65305,-79.45495,Entire home/apt,137,28,20,0.2,5,213,0,0.715535
1221275,2 Bedroom  2 Bathroom Gorgeous Suite,785826,Sky View,Waterfront Communities-The Island,43.64184,-79.38173,Entire home/apt,120,30,3,0.03,8.5,80,0,0.943166667
1221280,"1 bed + Office, Downtown, Close to Subway, Modern",6662193,Prity,Bay Street Corridor,43.65014,-79.38669,Entire home/apt,102,30,11,0.1,1,365,0,0.950445455
1242683,Beautiful spacious west end house,6773217,Alexa,South Riverdale,43.65204,-79.34655,Entire home/apt,180,21,32,0.39,1,28,2,0.89273871
1254468,Oasis in Art Area of Queen West.,3406595,Inger,Trinity-Bellwoods,43.64814,-79.4177,Entire home/apt,144,3,63.5,1.17,2,32,7.5,0.869488172
1269925,$ Ultimate House -Location Location,6911938,Rooz,Parkwoods-Donalda,43.75524,-79.33521,Entire home/apt,319,5,29,0.31,1,333,7.5,0.85184
1270535,Groovy Greektown Getaway cozy Home away from Home,6744529,Laura,Playter Estates-Danforth,43.68018,-79.36095,Entire home/apt,85,28,18,0.23,3,251,2,0.914870588
1294243,Enjoy Toronto Junction.,1025890,Amir,Junction Area,43.66779,-79.46335,Entire home/apt,80,64,5,0.05,1,365,0,0.17914
1297164,HOME is TORONTO,5244098,Pablo,Yonge-St.Clair,43.68857,-79.40087,Private room,64,29,55,0.53,1,359,0,0.809735294
1299374,Beaches Butterfly Garden Suite,7065012,Jude,East End-Danforth,43.67646,-79.30791,Entire home/apt,93,28,62,0.59,2,28,0,0.870018519
1301718,Uber Upper Beach 3 Bedroom Suite,377846,Nick & Nena,East End-Danforth,43.68516,-79.29243,Entire home/apt,129,28,25,0.27,8.5,326,4,0.774530435
1313999,Subway - Bright Room Private Bath,2960767,Chris,Humewood-Cedarvale,43.69335,-79.4348,Private room,58,28,6,0.06,1,180,0,0.98524
1325356,Comfy Private Room with 2 Beds,7093939,Suzana,Taylor-Massey,43.70162,-79.29598,Private room,60,1,63.5,2.1,3,47,7.5,0.841281757
1326015,Beautiful sun filled Bloordale home,2499198,Melissa,Dovercourt-Wallace Emerson-Junction,43.66441,-79.45084,Entire home/apt,187,28,22,0.21,1,66,0,0.9322
1331000,"1BR + garden, queen bed @ Don Mills Subway St Al1",65479,Irene,Pleasant View,43.77846,-79.32986,Entire home/apt,83,28,5,0.05,8.5,365,0,0.83468
1331223,"Great 2BR+garden, Sheppard Ave, Subway Line Al2",65479,Irene,Pleasant View,43.77872,-79.32975,Entire home/apt,108,28,6,0.06,8.5,365,0,0.911433333
1331304,Need a place?,7221344,Roy,Woodbine Corridor,43.67462,-79.31267,Private room,319,28,8,0.08,1,0,0,0.8857875
1335133,Newly reno'd 2-story house in family-friendly hood,613837,Brett,Old East York,43.69489,-79.33345,Entire home/apt,249,5,15,0.14,1,83,7,0.916213333
1348067,The Great Gerrard - Toronto Suite,377846,Nick & Nena,East End-Danforth,43.68358,-79.30637,Entire home/apt,65,28,20,0.19,8.5,219,4,0.796805
1348611,Serenity-Lower Floor of House in the Kingsway,1015926,Grant,Stonegate-Queensway,43.64009,-79.50528,Private room,161,2,18,0.22,3,364,0,0.867388235
1365638,Luxury Condo@Lakeshore Blvd West,7412574,Abhishek,Mimico (includes Humber Bay Shores),43.62233,-79.48785,Private room,150,28,33,0.36,1,89,0,0.897713793
1369091,New Elegant 1 Bedroom with Lots of Character,7424459,Tonia,The Beaches,43.66902,-79.30956,Entire home/apt,95,28,62,0.98,1,360,7.5,0.885918033
1369606,"Top floor, quiet elegant Victorian",7425753,Martin,Little Portugal,43.64834,-79.42854,Private room,70,2,63.5,1.53,1,178,0,0.928840146
1369701,Private room upstairs,7428349,Steve,Corso Italia-Davenport,43.67535,-79.45502,Private room,75,28,21,0.2,1,36,0,0.9537
1370412,Sunny Bachelor Studio,1102328,Isil,Dufferin Grove,43.655,-79.44582,Entire home/apt,125,64,3,0.05,2,251,2,0.925666667
1378251,Downtown Shared Luxury Condo,7372029,Tyler,Church-Yonge Corridor,43.67051,-79.38318,Private room,104,28,63.5,1.35,1,62,6,0.919541912
1422678,Terrific Suite On King St. East!,2065732,Nicole,Waterfront Communities-The Island,43.65024,-79.36716,Entire home/apt,130,28,5,0.05,1,170,0,0.90732
1422877,Entire home -Sheppard and Yonge,7658503,Angela,Willowdale East,43.75646,-79.40711,Entire home/apt,105,28,16,0.16,1,78,0,0.63690625
1426591,Chic Condo in Trendy Queen West,7672988,Nadia,Little Portugal,43.65012,-79.43928,Private room,88,1,33,0.32,2,188,1,0.938675758
1441596,Right Downtown! Sofa Bed!,5214021,Michael,Church-Yonge Corridor,43.66578,-79.38073,Shared room,319,28,4,0.04,2,365,0,0.885575
1455278,Junction ARTIST LOFT & green roof.,7804231,Jake,Junction Area,43.66617,-79.47329,Entire home/apt,319,28,9,0.09,1,90,0,0.834671429
1456369,FURNISHED BASEMENT APARTMENT IN A RAISED BUNGALOW,6153361,Asoka,Agincourt South-Malvern West,43.79099,-79.27216,Entire home/apt,60,64,19,0.36,1,364,0,0.877355556
1459100,Spacious & Bright Corner Apartment in King West,3150111,Tran,Waterfront Communities-The Island,43.64753,-79.39725,Entire home/apt,285,2,63.5,2.47,5,72,7.5,0.860335385
1462084,Spacious 1BR Near St. Lawrence Market,1397143,Gregory,Waterfront Communities-The Island,43.64768,-79.37398,Entire home/apt,129,28,63.5,0.81,1,151,4,0.862071951
1475233,Super Cool King West Condo w FREE Parking!,7895355,T,Niagara,43.64053,-79.41775,Entire home/apt,105,28,63.5,0.69,7,59,1,0.824367606
1477940,Toronto Modern Urban Hideaway,1200367,Grace,Dovercourt-Wallace Emerson-Junction,43.66712,-79.45213,Entire home/apt,90,28,42,0.42,4,309,1,0.881694286
1524783,Subletting Beautiful Home in TO,8135652,Sumi,Corso Italia-Davenport,43.68208,-79.44943,Entire home/apt,70,28,1,0.01,1,0,0,0.4754
1531582,LUXURY 2 bd in Celeb suite @TIFF!,2844161,Suzanne,Waterfront Communities-The Island,43.64678,-79.3901,Entire home/apt,138,29,38,0.37,1,63,0,0.913376316
1544959,Brite Top Floor Garden View Big Bed+Coach Subway C,65479,Irene,Pleasant View,43.77849,-79.3301,Private room,42,28,12,0.16,8.5,365,1,0.810633333
1545099,NICE PRIVATE bsmt ROOM @ SHEPPARD SUBWAY LINE M,65479,Irene,Pleasant View,43.77829,-79.32847,Private room,31,28,13,0.24,8.5,343,2,0.688283333
1545555,Great superb top floor room@subway Toronto Ld,65479,Irene,Pleasant View,43.78013,-79.32806,Private room,36,28,10,0.11,8.5,358,0,0.802911111
1546244,"Superb Little Italy, Toronto 3VAX REQ",4991306,Julie,Trinity-Bellwoods,43.65608,-79.40949,Private room,120,1,63.5,1.95,1,334,7.5,0.925190476
1550684,The Greenhouse Loft,2385315,Mindy,Dufferin Grove,43.6556,-79.44356,Entire home/apt,195,7,1,1,1,70,1,0.9806
1550882,Cozy apartment in upper mid-town,2788736,Alvaro,St.Andrew-Windfields,43.7609,-79.39356,Entire home/apt,80,28,46,0.44,1,153,2,0.854131818
1552251,"Private Bath, Large Room, Great Bed",8267190,Mable,Annex,43.66923,-79.41685,Private room,49,28,40,0.39,2,311,1,0.921077778
1554581,Annex House - 2 bedroom 2 washrooms - no elevators,8277300,Anne Marie,University,43.65945,-79.40234,Entire home/apt,250,6,30,0.29,1,66,1,0.892789655
1560504,A gorgeous house in Queen West!,3400584,Maria,Trinity-Bellwoods,43.64833,-79.40784,Entire home/apt,319,4,27,0.26,1,177,4,0.868525926
1560977,Toronto Water Park City Luxury Suite,8306299,Zita,Niagara,43.63744,-79.40523,Entire home/apt,170,28,63.5,2.47,1,116,0,0.835998765
1562481,High-End Lakefront 2 Bed + Office Boutique Condo,1816495,Katharine,Waterfront Communities-The Island,43.64031,-79.38185,Entire home/apt,221,28,56,0.56,2,189,0,0.838555769
1564089,Quiet Bright 2 Bedroom Downtown!!!!,8300483,Michael,Little Portugal,43.65181,-79.42994,Entire home/apt,100,28,7,0.07,1,66,0,0.886114286
1564999,Highly Reviewed Home!,8324988,Samantha,South Riverdale,43.6607,-79.33658,Entire home/apt,319,64,27,0.29,2,128,0,0.914026923
1570103,Toronto downtown mini loft!,8349056,Jose,Little Portugal,43.64524,-79.42693,Private room,60,29,63.5,1.05,3,194,3,0.867211538
1578070,Unbeatable Downtown Location,5559775,Aleksandra,Waterfront Communities-The Island,43.64487,-79.39468,Entire home/apt,319,28,17,0.17,1,178,0,0.854270588
1589014,Cosy Pad in heart of Little Italy,2144852,Angela,Trinity-Bellwoods,43.6517,-79.41585,Entire home/apt,45,28,61,1.39,1,0,0,0.815901754
1594005,Stylish Modern Condo w/Queen Bed | CN Tower views!,6397676,Rahim,Waterfront Communities-The Island,43.64604,-79.39093,Entire home/apt,144,2,63.5,0.93,1,0,5,0.900292632
1598460,Spacious Room in Charming Apartment,3877380,Mila And Ken,Humewood-Cedarvale,43.68415,-79.42116,Private room,30,28,2,0.02,1,0,0,0.9763
1604069,"Away to Relax! Lake View, Private Bath, Parking",8546454,Lucille,Birchcliffe-Cliffside,43.69348,-79.25967,Private room,81,3,63.5,2.47,1,313,7.5,0.908050144
1610027,Deluxe 2 bedroom apartment with patio,8569918,Sharon,Yonge-Eglinton,43.70381,-79.40679,Private room,155,29,32,0.31,8.5,189,1,0.813585185
1632898,PENTHOUSE WITH LARGE HOT TUB,8675040,Rich,Waterfront Communities-The Island,43.646,-79.3983,Entire home/apt,319,28,26,0.98,2,0,0,0.846884615
1638995,"Stylish, Sophisticated Apartment with Shaded Patio",8702985,Clarence,Trinity-Bellwoods,43.65378,-79.4152,Entire home/apt,168,28,63.5,1.72,8.5,364,2,0.907179661
1651958,renovated cozy bachelor downtown Toronto,6044009,Fabricio,North St.James Town,43.66823,-79.37906,Entire home/apt,116,9,63.5,1.42,1,48,7.5,0.787534426
1668445,Deluxe Family Suite,8569918,Sharon,Yonge-Eglinton,43.70583,-79.40468,Entire home/apt,132,1,48,0.47,8.5,335,7.5,0.742771739
1668582,Deluxe King Studio Suite,8569918,Sharon,Yonge-Eglinton,43.7037,-79.40507,Private room,145,1,49,0.48,8.5,212,7.5,0.809234043
1673003,lovely 2 +1 bdrm home +  garage in  midtown,8856331,Veronique,Lawrence Park North,43.73051,-79.40644,Entire home/apt,213,14,22,0.22,1,206,1,0.901928571
1673134,"Cozy bsmt rm @subway Fairview Mall, Consumers Rd S",65479,Irene,Pleasant View,43.77852,-79.32835,Private room,32,28,16,0.16,8.5,341,1,0.673885714
1711196,Lovely Private Room in Toronto Home,3431521,Sandra,Roncesvalles,43.64152,-79.44106,Private room,41,28,63.5,1.28,1,0,0,0.92685082
1718363,Gorgeous studio in the heart of T.O,8478072,Lotoya,Kensington-Chinatown,43.65203,-79.38952,Entire home/apt,74,28,40,0.41,1,0,0,0.877354054
1727775,View of Lake Ontario close to King West + Parking,9104636,Cory,Niagara,43.63632,-79.40527,Entire home/apt,168,2,27,0.43,1,2,1,0.840084615
1732392,2 bedrooms basement apartment,9127235,Mrs Raphael,Bendale,43.75786,-79.26175,Entire home/apt,69,30,63.5,0.82,1,35,0,0.852940845
1740468,Liberty Village Condo-Great Area,4589604,Joyce,Niagara,43.6397,-79.41247,Entire home/apt,159,28,1,0.01,4,0,0,0.8979
1762021,Great House on Palmerston Blvd in downtown Toronto,44259,Susan,Palmerston-Little Italy,43.66069,-79.41096,Entire home/apt,319,3,63.5,0.99,1,214,7.5,0.903702247
1778592,"DuWest house 1 bed + sofabed, 2 bath with yard",3877252,Elspeth,Trinity-Bellwoods,43.65019,-79.40813,Entire home/apt,188,28,18,0.18,1,296,0,0.930611765
1785285,"Luxurious bath / Cosy, quiet room",8267190,Mable,Annex,43.67013,-79.41524,Private room,49,28,39,0.38,2,312,0,0.933536364
1803281,RENOVATED MODERN 1 BEDROOM WALKOUT,9454044,Stephanie,Blake-Jones,43.67066,-79.34116,Entire home/apt,75,28,63.5,2.47,1,40,3,0.874385034
1810146,Cool and convenient Little Portugal,9484002,Chris,Little Portugal,43.65131,-79.43586,Entire home/apt,319,29,63.5,1.11,1,189,0,0.868183673
1820689,Spectacular Yorkville Condo *RENOVATED*,9532580,Santorini Sky,Annex,43.67143,-79.3912,Entire home/apt,150,30,63.5,0.67,1,280,1,0.858191935
1822789,LUXURY 1+Den CELEB suite @TIFF,3872257,Steve,Waterfront Communities-The Island,43.63983,-79.38708,Entire home/apt,120,64,20,0.2,1,29,0,0.862315
1836298,Comfy  Suite in our City Oasis!,1125010,Laura,University,43.66058,-79.40783,Private room,76,2,63.5,0.95,1,63,0,0.927651163
1844121,Amazing Bed & Breakfast Downtown,8952336,Caroline,Bay Street Corridor,43.66773,-79.38835,Private room,143,1,63.5,1.65,1,336,7.5,0.870920382
1856109,Beautiful and Cozy Home for Rental,1989442,Indrit,Englemount-Lawrence,43.71828,-79.43872,Entire home/apt,85,1,63.5,2.47,2,282,7.5,0.77105978
1862196,Quiet Room in High Park/Junction,9713198,Andrea,Junction Area,43.66282,-79.46089,Private room,40,28,1,0.01,1,0,0,0
1879787,Great downtown Location Next to Subway + Parking,9787143,Dan,Church-Yonge Corridor,43.66778,-79.38511,Entire home/apt,220,28,17,0.17,1,0,0,0.948611765
1886850,Private Roncesvalles coach house,9612740,Donna,Roncesvalles,43.64262,-79.44433,Entire home/apt,112,2,63.5,1.6,1,130,7.5,0.860935762
1891100,LRG Family Friendly Annex/Kensington Market House!,9228931,Rebecca,University,43.66092,-79.40347,Entire home/apt,175,28,21,0.26,1,0,0,0.81144
1901371,Modern loft in St. Lawrence Market,9872693,Krikor,Moss Park,43.65259,-79.36914,Entire home/apt,87,28,2,0.02,1,0,0,0.84905
1902992,RENOVATED Feb ‘20 Private Apartment Great Location,6034608,Aj,Waterfront Communities-The Island,43.64758,-79.39971,Entire home/apt,94,28,11,0.11,1,0,0,0.838627273
1912628,Downtown Waterfront View Toronto,9922227,Santiago,Waterfront Communities-The Island,43.63898,-79.38235,Entire home/apt,150,28,13,0.13,1,0,0,0.921890909
1912746,New Modern Bachelor downtown Toronto U5,9923100,Ed,Annex,43.66586,-79.40997,Entire home/apt,74,29,63.5,0.69,8.5,344,3,0.889041791
1920804,FURNISHED MASTER BEDROOM/PRIVATE WC,9956811,Erica,Mount Dennis,43.68936,-79.49823,Private room,140,30,2,0.02,8.5,365,0,0.9224
1925448,Private room in Downtown Toronto,9974366,Sarmad,Church-Yonge Corridor,43.65043,-79.37441,Private room,50,28,1,0.01,1,0,0,0.7579
1931961,Studio 3rd Floor Annex House Toronto,3496109,J,University,43.66565,-79.408,Entire home/apt,73,28,8,0.09,2,269,1,0.916175
1937092,Trinity-Bellwoods Apartment!,5099605,Catherine,Trinity-Bellwoods,43.65363,-79.41484,Entire home/apt,90,60,49,0.52,1,280,4,0.811340426
1945120,"Warmth, Privacy, Coffee + Best Area",10061029,Gg,Little Portugal,43.64656,-79.42425,Private room,57,28,63.5,0.95,1,66,0,0.949163441
1965562,❊ Cozy Bright Home in Great Neighbourhood ❊,5591756,Jaclyn,Trinity-Bellwoods,43.65443,-79.41611,Entire home/apt,138,14,52,0.55,1,80,7.5,0.898020408
1980023,Two Bedroom Furnished Suite on the Harbourfront,785826,Sky View,Waterfront Communities-The Island,43.63943,-79.38163,Entire home/apt,145,30,5,0.06,8.5,0,0,0.632975
1986934,Priv room/priv bath in ❤️ Tdot,10249063,Dee,Waterfront Communities-The Island,43.64038,-79.39969,Private room,72,2,63.5,2.47,1,5,7.5,0.845178824
1992288,Gorgeous large open loft apartment,9794542,Meher,South Parkdale,43.64101,-79.4321,Entire home/apt,99,30,28,0.28,1,0,0,0.884896296
2020201,800ft² - Beautiful & Clean 1 +Den,6616887,Sara,Islington-City Centre West,43.63931,-79.53586,Entire home/apt,200,28,1,0.01,1,0,0,0.9523
2045208,Cozy Condo near CN Tower - downtown,4356799,T.,Waterfront Communities-The Island,43.63925,-79.39415,Entire home/apt,198,28,63,0.63,8.5,139,0,0.802898276
2068172,Furnished Luxurious Condo,10578094,Payam,Newtonbrook West,43.77916,-79.419,Entire home/apt,119,28,1,0.01,1,0,0,0.9369
2082829,Downtown 1 Bedroom+Parking+WiFi,10639186,Oksana,Waterfront Communities-The Island,43.64881,-79.38812,Entire home/apt,140,64,21,0.22,1,128,0,0.82463
2104845,Comfy/Charming 1 bedroom in Downtown Toronto,2892745,Matt,Little Portugal,43.64821,-79.43463,Entire home/apt,121,28,1,0.02,1,0,0,0.9879
2123691,Boutique Condo in the West End,10830387,Mark,Stonegate-Queensway,43.627,-79.49038,Entire home/apt,90,28,1,0.02,1,0,0,0.9594
2126181,"The Yoga House,  Yoga, Thai Massage",10845253,Celeste,Woodbine Corridor,43.682,-79.31549,Private room,180,28,9,0.1,1,365,0,0.969555556
2138766,2BR Home Trendy Queen West West,3694374,Stacey,Little Portugal,43.64658,-79.42414,Entire home/apt,145,28,16,0.17,1,0,0,0.89291875
2140635,One Bedroom Condo  - 6 mths contract,195095,Urbano,North St.James Town,43.67097,-79.3792,Entire home/apt,125,64,3,0.03,8.5,280,0,0.931066667
2150181,3BR Family Home sleeps 6 - Midtown,9317720,Kelly,Yonge-Eglinton,43.70365,-79.39982,Entire home/apt,315,28,6,0.06,1,0,0,0.8404
2150352,Nice affordable @ Don Mills subway in Toronto J,65479,Irene,Pleasant View,43.77884,-79.33006,Private room,32,30,7,0.12,8.5,339,0,0.9337
